﻿id,Tweet,Dialect
275,"""علي البال""",Saudi
276,"""احب اقرا مثل هالاخبار لاني اكثر شيء اكرهه في الحياه هو اطلاق النار في اي مناسبه ايش ما كانت افرحوا بس بطريقه لطيفه""",Saudi
277,"""اللي يصور وش وضعه ينتظر لين تصدمه سياره وش هالناس ماعاد همها غير تستفرد بالتصوير""",Saudi
278,"""لاعبينا بسم الله عليهم مءدبين ما يعترضون علي اي قرار للحكم والله لو كان البلنتي للهلال او النصر لتشوفهم كيف يطيرون فيه لين يرجع للفار""",Saudi
279,"""ايش مءهلاتك""",Saudi
280,"""فلسفه""",Saudi
281,"""متوتر كثير بكره اذا سالني الاستاذ وقال وين سافرتو يا محمد مدري وش اقول اخاف اعلمه انها راحت الصيفيه وانا ا""",Saudi
282,"""القرد يبي اتنشن""",Saudi
283,"""وش عليك منها حلوه والا مو حلوه انتي بعد وتدعي علي من صورها لان خصوصيات اما هي تصور اللي تبي وتخلي اللي تبي مال احد دخل""",Saudi
284,"""دامكم فاضين عندي سءال للكل هل الرجل معذور يتزوج علي زوجته لان خلفتها بنات هل هذا عذر والزوجه وش بيدها تسوي""",Saudi
285,"""اليوم صلي جنبي اخوي الصغير ولما وصلنا للتشهد الاخير ضرب علي فخذه وقال يلعن ابو القهر ولما خلصنا الصلاه قابلته قلت وش فيك قال طقعت""",Saudi
286,"""منجد شدخل""",Saudi
287,"""منجد""",Saudi
288,"""وش مسهرك اذا عندك دوام بكرا يامال النويفج""",Saudi
289,"""مقابل ايش""",Saudi
290,"""وش دخلني حاضرني ه""",Saudi
291,"""وش اللي يضحك""",Saudi
292,"""وش لي بغيرك وانا قلبي منك وفيك""",Saudi
293,"""يا هلا الريان لي معكم وليف""",Saudi
294,"""علي حسب مره علي الشكل مره علي الاسلوب مره علي المنشن وكذا بس مب كلهم طبعا نصهم الوهميين اللي يجون دي ام يعرضون منتجاتهم""",Saudi
295,"""طيب الي تتغير حالته من جاهز لدوره الي متاح ايش العلم""",Saudi
296,"""الحلوي مشتاقين له ماجد والهريفي شوفهم يبون يدمرون الفريق""",Saudi
297,"""مثل كل يوم اسهر الليل كله منتظرك تجي و ترجع بين احضاني و بيني و تقول اشتقت لي و احلف لك كثير و تقو""",Saudi
298,"""لي نص ساعه اقول ايش دخل الرطوبه""",Saudi
299,"""احاول اوسع خاطري بين حين وحين وامشي حياتي لين ربي يفرجها اجامل علي عيون العرب كل شي زين ودون الضلوع هروج ماني بهارجها""",Saudi
300,"""ايه مهبل بي واحسه يختبر صبري وحبي مره مستغربه شلون متحمله اللي ما احبهم عشانه بس النتفه اكل قلبي""",Saudi
301,"""احترت مدري وش احط""",Saudi
302,"""يا رب اعرف وش كتب عز بن فهد""",Saudi
303,"""انتهي الموضوع وقفل التسجيل قبل ثلاث ساعات خميطيز معك لين الشتويه""",Saudi
304,"""تخيل اني في فتره كبيره من عمري الناس عقدتني بنحافتي علي اني مش هزيله وهيلثي الحمدلله تازمت لدرجه اني ابحث""",Saudi
305,"""بموت وش دخل""",Saudi
306,"""والجرح لامنه غفي لاتذكره وش كان فيه""",Saudi
307,"""وش اللي يمنعك""",Saudi
308,"""جلوي والاطرم وش الفرق بين السويكت والحلافي كلاهما واحد النطيحه والمترديه وما اكل السبع ‼""",Saudi
309,"""قوم حبيبي بشر الصبح بالخير وش هو صباح الخير لاصرت نايم""",Saudi
310,"""والله صعب وش ذا""",Saudi
311,"""قهر مايمدين اقول الجمله عجزت اعرف انطق وشدخل""",Saudi
312,"""المجامله والتسليك وصاير الفتره الاخير اقلل منها""",Saudi
313,"""وش الرقم الوطني مافهمت وش السالفه""",Saudi
314,"""الحق الواحد مايرتاح وسط زحمه قبيلته في ارضه لكن الاشراف مدري ايش ارتكبوا من ذنب فمكه البرما الهنود يقولون مكه""",Saudi
315,"""الي يبي كاش ينط خاص""",Saudi
316,"""منجد""",Saudi
317,"""خلاص استسلم وش طلبك""",Saudi
318,"""مقطع عادي جدا مع زوجها بالمول محتشمه ولابسه عبايتها ما شاء الله عليها ولكن انتهاك الخصوصيه من المصور""",Saudi
319,"""شكله قتلك مليون مره""",Saudi
320,"""شكرا شكرا مره شكرا""",Saudi
321,"""مونفيس احسه تعب مره معني مو جالس اتابع المباراه""",Saudi
322,"""وش رايك طال عمرك""",Saudi
323,"""اذا وحده فصخت تكلمتو وذا سترت علي نفسها تكلمتو وش يرضيكم انتم""",Saudi
324,"""لا مايكفيني معك بعض الاوقات خل التغلي لا صرت غالي""",Saudi
325,"""هلا والله""",Saudi
326,"""بكرهدوام كانت النيه اني انام واضبط نومي مع الطلاب وش صار""",Saudi
327,"""احسب اني علي حقي قوي وجري لين شفتك تعاما وانت عينك تري من يضري علي حاجه يبيها ضري ومن تعود علي مسري الليالي سري""",Saudi
328,"""ان حصل و لقيت احد يحط لك عذر مثل صيغه البيت القاءل انا حتي قساك احس به لين وحسن نيه اعرف بان الله قد اصطفي لك من""",Saudi
329,"""اللييحبكوشتقوله وش اقوله""",Saudi
330,"""يومها وش نسوي""",Saudi
331,"""انتوا يالاماراتيين مدري وش يجيكم من بعد الساعه فالليل شكلك متكي مع ابن خرفان والقاروره خلصت تري دولتك اق""",Saudi
332,"""باركت له صفقه مختار علي اعطاني بلوك ممكن احد يفسرلي ايش السبب""",Saudi
333,"""لايرد علي ولا ارد عليه خلاص يعتزل طاق الاربعين وش ناوي يطق الخنسين بعد مباراه ياعب وعشر يبنشر""",Saudi
334,"""هاتكلمهجنوبيهوترجمها سءال محيرني وش المتعه في الضرب ع المكوه""",Saudi
335,"""م جاني النوم وش الحل""",Saudi
336,"""وش هالافتار وش وش وش ذا الزين بس""",Saudi
337,"""طمنينا وش صار عليك""",Saudi
338,"""جوناس وسانوغو وش صار عليهم""",Saudi
339,"""وش كثر ابستغفر علي شان اتوبك وانت الخطا اللي كنت اسويه بالحاح""",Saudi
340,"""كان ماني الموسم الماضي لا يلعب الكره لصلاح وصلاح عمره ما عل وهو طالع تغير اما هو من مره واحده قلب الدنيا""",Saudi
341,"""وضعي اول ما ادخل هاشتاق واحاول افهم وش السالفه مهاالصعيري""",Saudi
342,"""وش من جوال ذا""",Saudi
343,"""هلا بجيم روس الاوت""",Saudi
344,"""غنيت من لحن المفارق مواويل لين انجرح من دقه العود صدري""",Saudi
345,"""انا وش خلاني اشوف المقطع الله ياخذهمم""",Saudi
346,"""هلا بيكي""",Saudi
347,"""اعوذ بالله من بعض الناس يتدخلون بكل شي انا اقول التجاهل افضل حل لهم ياعمري ولا تردين عليهم لان هم يبون هالشي""",Saudi
348,"""افا ليش عمرك طويل ودوم معنا""",Saudi
349,"""استخرت الفين مره لين صار الدرب خيره""",Saudi
350,"""بموت منجد""",Saudi
351,"""والله ماتعرفي قد ايش فاقدتك""",Saudi
352,"""هذي الرومانسيه انت وش عرفك خلك في برانك وقنصك""",Saudi
353,"""هلا ابو عبدالله صباح الخير كل علي""",Saudi
354,"""ضحكتها عيونها بشرتها وش اقول وش اخلي""",Saudi
355,"""والياسمين وش مثلا طبخه""",Saudi
356,"""منجد علشان اكل""",Saudi
357,"""جددت جوازي في ابشر وسددت تجيني رساله منكم باستلام الجواز ولا اروح بعد ايام من نفسي""",Saudi
358,"""لا وش ذا""",Saudi
359,"""والله الواحد مادري وش يقول""",Saudi
360,"""دوريبخاريراجعتاني وش عند النفسيين والمرتزقه كل جحفله عليكم بالرز البخاري لايكثر صداره بس""",Saudi
361,"""م لقيت لبس حلو بذا اللون اللي مدري وش اسمه""",Saudi
362,"""هاتكلمهجنوبيهوترجمها سءال محيرني من سنين وش المتعه في الضرب ع المكوه""",Saudi
363,"""وش تخربطين انتي""",Saudi
364,"""وش سالفه كلمه بموت شدخل""",Saudi
365,"""اول مره اشوفك معصب منجد""",Saudi
366,"""لان انا بقصم الاقصاد والعلوم الاداريه والترم اللي راح كان مافيه دوام ولا فيه تحضير وش اللي تغير""",Saudi
367,"""الي يبي المقطع فولو وتعال خاص يجيك علي طول مهاالصعيري""",Saudi
368,"""نمت ساعه وصحيت ايش الارق ذا""",Saudi
369,"""ياقلبي ابتعد وارحل ياقلبي عنه لا تسال كفاك تعيد وهو بعيد حبيبك لا خبر لا خير قدر يصبر عن عيونك ويزيد اكثر من ظ""",Saudi
370,"""لا هنا منجد بمووت شدخل""",Saudi
371,"""وش ناوين تسون بكرا""",Saudi
372,"""علفوها الخرفان لين شبعت واخذت القروش ودقت في مءخراتهم صيخ ابو وراحت الجزيره هذي نهايه الاعلام اذا تولت عليه ال""",Saudi
373,"""يا غبي هذي كتف ب كتف روح شوف حق العبد حق الزعيق وش سوا""",Saudi
374,"""بكرهدوام هلا بكم دقيقه من وقتكم كلمه تهمك وتنفعك لاتفوتك""",Saudi
375,"""لو صاحبتك فجاه بدون شي صارت تطنشك ايش تسوين واللهي شوفف""",Saudi
376,"""وش حيله اللي كل ما جيت بنساه حدتني الذكري علي اجمل لياليه""",Saudi
377,"""تدري وش اللي لاانكسر ماينجبر قلب تجمل مالقي رد الجميل""",Saudi
378,"""وعليكم السلام هلا بك عميلنا العزيز دقه تصوير عاليه""",Saudi
379,"""تم جهزي القهوه وش تبي اجيب معي""",Saudi
380,"""وش الاحصن""",Saudi
381,"""لا وش نبي فيك انتي حاشره نفسك بكل زق""",Saudi
382,"""وش اقلكم انا عن اختي وعمتي الله يحرقهم من جد الاذي جاني من الاقارب احس ماعندهم حياه دايم ادعي ربي يبليهم بمصيبه وينشغلون""",Saudi
383,"""والله شف ياسومه والله لو تجيب سوبر هاترك و كل شي و انت ماحققت افضل لاعب في اسيا وش الفايده""",Saudi
384,"""وش ذا""",Saudi
385,"""يعتبر خطيبها وطلعت بموافقه امها واخوانها قتلوها وزوج اختها يقول فيها جن متلبس طيب الصراخ والضرب في""",Saudi
386,"""وش صار الاسم""",Saudi
387,"""جعلني باستا تاكلين مني لين تشبعين""",Saudi
388,"""وش ذااللبس""",Saudi
389,"""وش جوهم مع العصريه""",Saudi
390,"""في النهايه ايش الي بتتحمله بتحط رجلك وخلاص والاتحاد من الاسوء للاسوء مع انه كان يمديك""",Saudi
391,"""اوعدك بكابر لين ينتهي ذاك الشعور وتفني من قلبي وتصير عادي مثلهم""",Saudi
392,"""مدري وش الانسانيه فالموضوع طول عمري اسلم ع العجايز هو احترام ماله دخل فالانسانيه""",Saudi
393,"""بعض الحريم اذا شافت زوجها ماسك الجوال هالوقت مادري وش يجيها حتي انت تحس انك مسوي شي غلط و انت ما تسوي ش ههبتيتيتريو""",Saudi
394,"""منجد مريض الله يشفيه يقذف عشان كوره""",Saudi
395,"""ايش السءال المتخلف هذا""",Saudi
396,"""لااحديعلم الاعلان الثاني للحلقه يفوز وش يصبرني للاربعاء""",Saudi
397,"""لا تقرب الجرح خل الجرح في حاله ايديك تنبش جروحي ما تداويها""",Saudi
398,"""هلا""",Saudi
399,"""مهما طال الزمان وطول غيابك انا ادري انك تتابعني وتقرا لي""",Saudi
400,"""محد اولا حفظ للبيءه ثانيا ايش دراني اذا ما تركني الشخص الي اعطيته الورد هذا كله وانا دافعه عليها ومخربه البيءه""",Saudi
401,"""انا كنت ابيها هي ترسله واتس لي بس مو فاضي احمل قهر ضاع وقتي""",Saudi
402,"""اسيا ماواجهه ولا فريق قوي واجهه السد ولعب ضدك بالطريقه اللي يبي وراح يهزمك بالاياب""",Saudi
403,"""الواحد يبي العافيه فقط صح ان الاصابه علمتنا اشياء حلوه كثير لكن العافيه مافي مثلها اكبر نعمه""",Saudi
404,"""هلا بك عميلنا العزيز هذه كاميرا مراقبه مصرح بها وليست كاميرا تجسس يسعدنا وجودك داءما معنا""",Saudi
405,"""ا""",Saudi
406,"""افا""",Saudi
407,"""نرسل له شيله اللي نسانا ننساه واللي يبي يروح يروح""",Saudi
408,"""كميه سب فيها مدري وش قايله لهم""",Saudi
409,"""كيف لو اتخطط لها مره بديعه ماشاء الله""",Saudi
410,"""اسمتتمناهاسمك مدري وش رايكم وش يصلح لي اسم""",Saudi
411,"""تعاتب سكوتي وش تبيني اقول دام عيني عن اهمالك وتقصيرك حكت""",Saudi
412,"""هذي وش تقول""",Saudi
413,"""يا سنه مرت ويا عمر انطوي ويا سنين مقبله وش تحملين عام راح بكل مافيه وطوي صفحه ايامه ولوعات السنين مدري الايام تبق""",Saudi
414,"""هلا بك عميلنا العزيز الكاميرا تعمل علي التيار الكهربي او بنك الطاقه الخاص بالجوالات""",Saudi
415,"""مفروض تكتبين قبل اسمه الارهابي صدام هذا انسان قتل اطفال ونساء ورجال وشياب الكويت بدون مايفكر ولا دقيقه""",Saudi
416,"""اللي يبي المقطع رتويت وفلو وخمسميه ريال نظامكم معفن مهاالصعيري""",Saudi
417,"""سجيت مع نفسي وقبل اتنبه قدام عيني مرت ايام عمري حزني وفرحي والعدي والاحبه وما فقت الا وابتسامه في ثغري رغم اللي ش""",Saudi
418,"""ما ادري وش تنتظر الاداره من المولد ذا""",Saudi
419,"""وش كنت احس فيها وقتها""",Saudi
420,"""وش الفايده من الخبر""",Saudi
421,"""سنابتحليللغهالجسد هالحركه معناها وش تقول سمعني عسي ما تكلفت بس لا عنبو ذي العيون عيونه""",Saudi
422,"""ايش ناويه تسوين""",Saudi
423,"""اخلص مسلسلاتي ارجع ليوتيوب بدايه هذا وضعي لين تفتح""",Saudi
424,"""هلا بالاغنياء حياك عندنا عود من بعيد تشوفه زي عود ابونوره""",Saudi
425,"""ي الله علي قله الحيا الواحد م ياخذ راحته ويتسوق ويتمشي ي ناس عيب عيب فضول ولقافه وكل شي صار يتصور حتي لو تافه وش""",Saudi
426,"""وش دراك انه النصر""",Saudi
427,"""هلا وغلا""",Saudi
428,"""قهر وانا احسبن محترفه بس يلا خيره بدت تجي طلبات""",Saudi
429,"""انت ورع ولا ايش""",Saudi
430,"""ماقدرت ايش ارد غير الله لا يحرمني منك""",Saudi
431,"""وش بتزين بحياتنا هالكليجا""",Saudi
432,"""افا ليه العزله لايكون زعلتي علي العالم كله""",Saudi
433,"""انا هذا الشخص للي حولي كنت دايم ابعد الحزن عنهم لين صرت اكبر نفسيه عرفها التاريخ اثروا علي""",Saudi
434,"""هاتكلمهجنوبيهوترجمها مره وحده جنوبيه قالت لي انتي فاغره قلت لها ايش الكلام البايخ دا قالت لي معناها مفهيه يامفههيه""",Saudi
435,"""هلا فيك""",Saudi
436,"""ياكافي دعوات تزلزلكم واخرته وهي متغطيه عبالي متفصخه علي هالدعوات ياخي بعض الحريم مدري وش يعانن منه""",Saudi
437,"""رفيتي شو مصحكي لين هلا""",Saudi
438,"""خذني معك لاخر دروبكانا معك لين النهايها""",Saudi
439,"""وش في غيره هاه""",Saudi
440,"""اللهم فردوس ل سعودبنعبدالمحسنالقحطاني ونعيم غير مقطوع ولذه بنور وجهك تغشاه غدوا وعشيا اللهم ارحمه برحمتك""",Saudi
441,"""ايي""",Saudi
442,"""واحد يفهمني سالفه اسراء اللي انقتلت ايش هرجتها""",Saudi
443,"""وش ذنب سكسوكتك ياجبران""",Saudi
444,"""ايش المناظر المقززه ذي وليش العقال بدون شماغ وليش البعض بملابس داخليه فقط كيف بعرس كذا لابسين يع""",Saudi
445,"""هلا""",Saudi
446,"""وش""",Saudi
447,"""كان دعست وكملت نومك وش قعدك""",Saudi
448,"""تنكت الحين انت ولا ايش يازين من عطاك بلوك مثل وجهك""",Saudi
449,"""وش السالفه الدولهالاماراتيهداعش""",Saudi
450,"""يالله مو طبيعيي قد ايش خايفه علي نفسي""",Saudi
451,"""مهاالصعيري انسانه عمرنا ماشفنا منها شي حتي ظلها تجي وحده بكل برود وقله حياء تصورها وتنشر بالله هذي وش ينقال لها""",Saudi
452,"""بنات خير وش الجحده ذي وروني معكم مهاالصعيري""",Saudi
453,"""انا اكلم سميتي انتي وش تبين""",Saudi
454,"""منو يبي مساج او يعرف يسوي مساج""",Saudi
455,"""يبي لنا نسوي كل اسبوع نراجع المعلومات""",Saudi
456,"""كنت اعاني في الجامعه والله ومصدومه كيف بنات في مرحله جامعيه مافي اي اهتمام بالنظافه الشخصيه والب""",Saudi
457,"""عفيه بالتوفيق""",Saudi
458,"""وش دخل نايف""",Saudi
459,"""يالبي""",Saudi
460,"""استاذ حسن برايك وش افضل سياره عاءليه اشخاص خصوصا للسفر""",Saudi
461,"""متاكد هذا جمهور احسبهم ناس عند الكداده يبون مشوار تمنيت اخترت صور افضل يامولع""",Saudi
462,"""هلا""",Saudi
463,"""والله معرف ايش اقول غير انو المكافءه قاعده تحتضر""",Saudi
464,"""هاي صديقي هلا بحبيبي وروحي هلا""",Saudi
465,"""باي جامعه وش تخصصك""",Saudi
466,"""تدرون وش الشيء الحلو هالوقتانا يعني وش مثلا""",Saudi
467,"""ماكنت افكر ان فيه اشخاص كذا بحياتي لين السنه الي راحت عشان جالسه بالرياض براحتي طلعو لي بنات عم ماعرف""",Saudi
468,"""انت وش قاعد تقول""",Saudi
469,"""بكرهدوام ماجاني نوم وبسحب ع الدوام والسبب هي اللي ماتحبني بحدود الصداقه وتكسر جوالي اسحب عليك ماحد اش""",Saudi
470,"""امه محمد دعت لها وامه محمد دعت علي بنت عمها ياساتر ايش موقفها وهي تقرا الكلام والحسبنه عاد اخوانها قتله مفروغ منه ا""",Saudi
471,"""لا تسال المحتاج وش انت محتاج تري السءال ب هالمواقف مذله لا تكشف المستور وتزيده احراج اما عطه ولا تري المعطي الله""",Saudi
472,"""يعني ايش فيها دي""",Saudi
473,"""وش اللبس اللي تبغينه ياطويله العمر""",Saudi
474,"""وش قاعد يقول ابن الكلب هذا""",Saudi
475,"""مدري وش جلسه في نابولي حرام ليته يجينا ويشيل البلاوي الي ورا""",Saudi
476,"""سالبموجبمبادلجيزانصبياابوعريشسالباجنبيموجبصامطهجازانضمدبيش اي سالب تعال الخاص المكان موجود او الي يبي يمص يدخل خاص""",Saudi
477,"""سلامات وش فيك""",Saudi
478,"""وش ذا الالسنه الطويله""",Saudi
479,"""شكله ينتظره ولا جاا بااغسطس قال عسي يجي بسبتمبر وبتعد كل الاشهر وهو ماجا دامه غاب خل يكمل غ""",Saudi
480,"""وش السالفه""",Saudi
481,"""السكوت علامه اني م ابغي اناقشك رضا هذي خالتك""",Saudi
482,"""وش هذا انا سني يعني الحسين للشيعه وعمر للسنه ايش الغباء هذا يعني كذا هو وحد بيننا""",Saudi
483,"""ياويلي ايش ذا الاستقعاد""",Saudi
484,"""وش فايده حبك وانا منك محروم""",Saudi
485,"""يردد كلاب الزينه والنسويات ان اختك واختك مو شرفك قصدهم كن يوث مثلنا واذا تورطت نسويه منهم مع صايع صاحوا انقذو""",Saudi
486,"""بس اليوم اخرسكم الاسطوره وش عندك بعد مستواه الله يفك الاهلي منكم عشان نستمتع في تويتر""",Saudi
487,"""بكرهدوام تذكروا انه لاقيمه للانسان بلا هدف وعمل علي تحقيقه طيب وانت وش مسهرك""",Saudi
488,"""لو ادري ان العوض انت ما كنت حزنت علي خيبه الماضي""",Saudi
489,"""بسم الله عيني اليسار فجاه تتشنج وترجفالشخص اللي قدامي مايلاحظ بس انا فجاه اقول لحظه لين يروح عشان اقدر اركزاحس شكلي غلط""",Saudi
490,"""شالسالفه عطته حفااظه وش الي يبكي""",Saudi
491,"""وش فيهم الشيون""",Saudi
492,"""هذا كيف وش ذا وش اشوف انا هالايام""",Saudi
493,"""الواحد ايش يسوي لحاله هذا الوقت مالكم داعي تداومون""",Saudi
494,"""مهاالصعيري مقطع عادي جدا زيها زي اي بنت بالسوق تتمشي وتتسوق وش ذالاوفر عندها اللهم لك الخمد قبل كم ليله تصور""",Saudi
495,"""اي اقارنه ونص بعد وشلون ما اقارنه وش الي ينقصه""",Saudi
496,"""وانتي وش عندك مانمتي""",Saudi
497,"""اغنوك عني سلام ولا عليكم سلام وابعتبر عمري اني طاعنن ف الذمم من الوفا والمحبه سقت جيش الملام لين انتكس جيشي""",Saudi
498,"""والله يا استثمر وجهك من جميع الجهات""",Saudi
499,"""وش لقيت فيهم ومالقيت فيني وش عطوك اكثر مما عطيتك""",Saudi
500,"""مهاالصعيري طبعا كالعاده كانوا يحبونها بس اول ما تزوجت قلبوا ضدها وانواع السخريه منها جد ناس غريبه مدري وش الهدف""",Saudi
501,"""بكرهدوام في كل مره نعيد النظر الي تلك ال""",Saudi
502,"""طيب الحشد وحزب الله العراقي بسوريا ايش نسميه""",Saudi
503,"""قهر وانا احسبن محترفه يلا خيره بدت تجي طلبات""",Saudi
504,"""وش فيها العالم كلهم بموت شدخل بموت شدخل""",Saudi
505,"""ينجلطون امهاتنا انا ما اتخيل اني ما اسبه اصلا سلامات وش ذا الحياه المقيده""",Saudi
506,"""وتولني فاني لا ادري كيف تستمر هذه الحياه دون ان اشعر بلطفك يارب""",Saudi
507,"""يضيق صدري يا يمه لما اعرف وش سبب ضيقتك بس مقدر اسوي شيء""",Saudi
508,"""انا مدري وش الفتنه باسم ابراهيم ه""",Saudi
509,"""ו ו ​ والله اني عذرته لين الاعذار منه تبرت""",Saudi
510,"""بخصوص ايش طيب""",Saudi
511,"""تستاهل الطيب يارا الجوهره النادره ما يعرف قدرها غير الفهيم اللي يقدر ايش معني الوفا ويحفظ م""",Saudi
512,"""هلا والله ها بشري عدلوا الدرجات ولا باقي""",Saudi
513,"""مساج سكسي بعده نيك يخبل سكسعربي افلامسكس سكسعربي سكسسعودي روابطسكس بزازي كسمشعر لحسالكس سالبالخبر مبادلال""",Saudi
514,"""مو كل غلطه تجي بعدها مغفرهمو كل شي ينحل باعتذارالاغلاط احيانا تقلل من مكانه الشخص لين يصير ولاشي""",Saudi
515,"""الظهير اللي يمين والمحور المغربي وكم لاعب يخافون من الكوره صراحه ومابه احد يمسكه الا الدين وفوزير وجهاد الخط ا""",Saudi
516,"""امء صباح الخير من يبي ننه مبادل او سالب بس الموجب والاسمر والي فوق والمشعر مع تقديري لرغبتهم لاشوفهم""",Saudi
517,"""كل يوم انام بدري اليوم مدري وش صار""",Saudi
518,"""والله معرف ايش اقول غير انو المكافءه قاعده تحتضر""",Saudi
519,"""هذا رمز ترويجي لتطبيق هنقرستيشن استمتع برصيد ريال عند الطلب لاول مره حمل التطبيق واستخدم الرمز الترويجي""",Saudi
520,"""هلا""",Saudi
521,"""بس يبي لي شطرطون اقفل""",Saudi
522,"""الي ينام بدري ويصحي دحين ايش يسوي""",Saudi
523,"""اسمتتمناهاسمك ايش سبب وجودك بتويتر شخص تحبه تبحث عن حب تسليه صداقه فجاه لقيت نفسك فيه""",Saudi
524,"""ياناس تعبت مره معلقه معي ابموت وش دخخل""",Saudi
525,"""بطلو سخاافات وتقعدو تنزلو اشياء زي ذي عشان مشاهدات اوعشان زياده متابعينك استخفيتو منجد""",Saudi
526,"""انتي كلك علي بعض وش دخلك بالتغريده لاعنبو هالراس كانه ابره موتي قهر وحسره جعلك الحسره بعيونش""",Saudi
527,"""لا تقول احبك لين تعرف وش تقول بعض الكلام يعرضك للمشقه طلبتني قلبي عطيتك علي طول لكن عطيتك شيء ما تستحقه""",Saudi
528,"""سماعه جوال لا سلكيه شاحن لا سلكي فكره هذي القطعه انها تكون سماعه للجوال وتشحن الجوال ايضا يوجد بها زر الرد علي""",Saudi
529,"""في مثل هذا الوقت و في مثل هذا اليوم الاحد و في مثل هذا التاريخ محرم ه اذن الشيخ حمد الدغريري لاول مره بمقام""",Saudi
530,"""وش شعور المرايا كل ماشافتك""",Saudi
531,"""سبحان الله الموسم الماضي تقول اتمني خروج خربين اليوم قبل بكره وان نوعيته ما تصلح للهلال وش اللي تغير""",Saudi
532,"""اي ادري بس اذا انا انام كثير هو وش يخربط يلعن شكله""",Saudi
533,"""بكل مره انضربت علي قلبي قويت اكثر انا اوجاعي تقويني ما تضعفني ابدا ابدا""",Saudi
534,"""طيب وش شفتي بنشوفف شسالفه""",Saudi
535,"""ايش الغشش دا صحباتي كلهم نايمين وانا صاحيه نعمم""",Saudi
536,"""اول مره اشوف هالمنظر ممكن تعطيني الموقع بقوقل ايرث لوسمحت""",Saudi
537,"""ب مو لايمكن يختفي هالكذب والهياط لين متي كذا حسبي الله ونعم الوكيل""",Saudi
538,"""ميم ايش ذا بنك فلوس ولا حق دم""",Saudi
539,"""وش الفايده يعني يوم تنزل كلام عنها اكرها مثلا""",Saudi
540,"""وش اسمه لا اني دورت عليه في نيتفليكس""",Saudi
541,"""مهاالصعيري اكثر وحده شفتها بالترند بس ما ادري هي مشهوره ولا ايش وضعها بالضبط""",Saudi
542,"""ادري اني شخص مبهم وفكره صعب ومختلف شخصيه و ادري انك عارف قلبي قبل شخصيتي""",Saudi
543,"""مشلااه ايش الاجتهاد هذا مداومه اول اسبوع""",Saudi
544,"""يوم جت الجامعه خربت سماعاتي اموت انا وش اسوي""",Saudi
545,"""هلا كرز ليش صاحيه ماوراك دوام""",Saudi
546,"""ايش السالفه التايم هادي اوه بكرا الاحد""",Saudi
547,"""ليه وش مسويه مهاالصعيري""",Saudi
548,"""الراءد اليوم والله غريب تقول اكلين عصيده ومرق ونازلين الملعب مدري وش السالفه يا""",Saudi
549,"""وش مشغلن عقلك عن النوم قلي""",Saudi
550,"""افا شفيكم""",Saudi
551,"""مشروع ابيار علي ومسجد الميقات وش صار عليه ومتي""",Saudi
552,"""مره وحده يجلس مكان فينس وتربل اتش""",Saudi
553,"""ومرابط وحمدالله وش يسوون للخصم شكلهم يعطونهم بوسات""",Saudi
554,"""مهاالصعيري مقطع تافه جدا من المصور لانها مع زوجها بالمول وماهي مع غريب محتشمه ولابسه عبايتها ما شاء الله عليها و""",Saudi
555,"""يا هلا باحلا شهر""",Saudi
556,"""اول مره احسد طلاب""",Saudi
557,"""ايش السالفه بشوفف مهاالصعيري""",Saudi
558,"""ياخي قول مطفرين ماحنا قد صفقات الهلال والنصر والاهلي وخلاص جايبين شايب والله محمد نور بكرشته اصرف لكن وش ا""",Saudi
559,"""ابشر""",Saudi
560,"""لما يجي قوطي كذاب مثلك يصمم جدول خرطي غير رسمي ويغير نتايجه ويغير نقاطه ويزور تص""",Saudi
561,"""ماعاش من يزعلك بس وش مسويه بعد""",Saudi
562,"""قبل كم يوم ف جده دخلت محل شاورما واتفاجات انو في اله تلف سيخ الشاورما وتقطعه لما يستوي لحالها مبسوط بكميه التطور ا""",Saudi
563,"""هلا بالدنيا ومافيها""",Saudi
564,"""وش شفتوا بشوف""",Saudi
565,"""يبون يتوجون الهلال بدري بدري""",Saudi
566,"""ه والله مدري وش وضعه""",Saudi
567,"""المقطع مستفز الف والمذيع مستفزز اكثر منهم كلهم""",Saudi
568,"""هلا بالعضيد يا واحشنا اعزمنا علي محلك نحتسي القهوه السوداء ونجلس مع قلبك الابيض""",Saudi
569,"""انتي طيب وش دخلك في حسابي وتغريداتي""",Saudi
570,"""لين الحين نفس الطول""",Saudi
571,"""فيد وش""",Saudi
572,"""الهلال فاز بنتيجه عريضه واكيد كان راح يسجل مره واثنين وثلات ولو قلنا ان الحكم اخطا في التقدير ماهو""",Saudi
573,"""هاتكلمهجنوبيهوترجمها للجنوبيات كلمه اسمعها كثير الله يطعني وش معناها واذا حبيت ارد وش اقول""",Saudi
574,"""ثلاث شهور تاركني ولايكفي امانه وش كسبت بكونك الجافي شلالغضيان""",Saudi
575,"""لو الغيت الجواءز معاد نشوف لاعماله ولا حتي اغلب العواءل ولا شيبان كلهم يبون الجوال والسياره""",Saudi
576,"""ياسخيفين ترا اقصد اللي صور مدري وش حصل واللي نشر يستاهلون الدعاء اللي بيجيهم""",Saudi
577,"""وش هالاوف النااري""",Saudi
578,"""الي يبي يشوف زبي وعروقه طالعه من ورا البوكسر والثوب يجي خاص معصيتيراحتي كبلز فحل""",Saudi
579,"""انا قلبي جدا يوجعني ماحب يطولون علي ايش اسوي""",Saudi
